Age,Gender,Region,HouseholdIncomeUSD,Occupation,BuyFrequency,AvgSpendPerTripUSD,StyleKeywords,InspirationPlatforms,BuysPreloved,PrelovedMotives,PrelovedBarriers,SustainabilityImportance,QuizWillingness,LinkSocials,PayPremiumForStory,ShareOwnStory,SubscriptionInterest,MaxMonthlyFeeUSD,SwapPerks
37,Female,Europe,7348,Creative,Quarterly,48,"Streetwear, Vintage","Pinterest, Instagram, TikTok",Yes,"Unique pieces, Sustainability","Authenticity, Hygiene",5,Definitely,Maybe if anonymised,3,5,Not interested,46,Stylist chat
26,Female,Middle East,7026,Creative,Weekly,18,Boho,"TikTok, Pinterest, Instagram",Yes,"Unique pieces, Story value","None, Hygiene, Shipping hassle",4,No,Maybe if anonymised,2,5,Very interested,21,"Loyalty points, Stylist chat"
39,Male,Australia/NZ,6246,Student,Weekly,128,"Sporty, Vintage, Minimalist","IRL friends, Pinterest, Blogs",Yes,"Affordability, Unique pieces",Authenticity,4,Maybe,No,4,4,Neutral,50,Stylist chat
36,Female,North America,9128,Creative,Quarterly,176,Boho,Pinterest,Yes,Unique pieces,"None, Authenticity, Hygiene",4,Definitely,Maybe if anonymised,2,4,Very interested,87,Quality vetting
44,Female,North America,5574,Retail/Service,Quarterly,80,"Streetwear, Sporty","YouTube, IRL friends, TikTok",Yes,"Brand access, Affordability, Unique pieces","Sizing fit, Hygiene, None",2,Definitely,Yes,4,1,Somewhat,15,"Hygiene guarantee, Quality vetting, Stylist chat, Loyalty points"
37,Male,Asia,7780,Student,Monthly,132,"Formal, Vintage","Instagram, Blogs",Yes,"Story value, Affordability, Sustainability",Hygiene,2,Definitely,Yes,5,5,Somewhat,44,"Quality vetting, Stylist chat, Loyalty points, Hygiene guarantee"
26,Male,North America,9358,Other,Rarely,143,Minimalist,"YouTube, IRL friends",No,"Affordability, Story value","Hygiene, Authenticity, None",4,Definitely,No,5,4,Somewhat,34,"Stylist chat, Quality vetting"
18,Male,Asia,7940,Student,Quarterly,93,Minimalist,"Pinterest, Blogs, Instagram",No,Affordability,"Sizing fit, Hygiene",5,Definitely,Yes,3,2,Somewhat,30,"Easy returns, Quality vetting"
18,Female,Middle East,2564,Professional,Weekly,137,"Formal, Sporty","TikTok, Instagram, Blogs",No,Story value,"Sizing fit, Authenticity, Shipping hassle",3,Maybe,Maybe if anonymised,3,4,Neutral,76,"Easy returns, Quality vetting, Hygiene guarantee"
29,Female,Europe,9536,Professional,Monthly,107,Vintage,Instagram,Yes,Story value,Hygiene,3,No,Maybe if anonymised,3,3,Neutral,61,"Easy returns, Loyalty points"
26,Male,Asia,4508,Professional,Rarely,127,Sporty,"Blogs, TikTok, Pinterest",No,"Sustainability, Brand access",Sizing fit,5,No,Maybe if anonymised,1,1,Very interested,43,"Hygiene guarantee, Stylist chat, Easy returns"
23,Male,Europe,6493,Retail/Service,Weekly,89,Formal,Pinterest,No,"Brand access, Unique pieces, Sustainability","Shipping hassle, Hygiene, Authenticity",4,Maybe,Yes,4,2,Somewhat,39,"Loyalty points, Stylist chat, Quality vetting, Hygiene guarantee"
32,Female,Asia,5323,Professional,Quarterly,10,"Formal, Casual","IRL friends, Blogs, Pinterest",No,"Brand access, Story value, Sustainability","Authenticity, Hygiene, Shipping hassle",3,Definitely,Yes,4,3,Very interested,60,"Easy returns, Quality vetting, Loyalty points, Hygiene guarantee"
35,Male,Middle East,6643,Professional,Monthly,212,Streetwear,Blogs,Occasionally,"Sustainability, Affordability, Brand access","Shipping hassle, None, Hygiene",5,Definitely,Maybe if anonymised,4,2,Neutral,80,Hygiene guarantee
24,Male,North America,4831,Creative,Weekly,100,"Casual, Streetwear","Blogs, Pinterest",Occasionally,"Affordability, Unique pieces","None, Shipping hassle",3,Maybe,No,4,3,Very interested,5,"Quality vetting, Easy returns, Stylist chat, Loyalty points"
27,Male,Europe,7957,Professional,Monthly,66,"Formal, Minimalist","Instagram, Blogs",No,"Unique pieces, Sustainability, Brand access","Hygiene, Authenticity, Sizing fit",4,Maybe,Maybe if anonymised,2,5,Very interested,62,Quality vetting
34,Male,Australia/NZ,6576,Student,Monthly,100,"Formal, Streetwear, Minimalist",TikTok,No,Unique pieces,None,1,Definitely,Yes,3,4,Very interested,16,"Loyalty points, Stylist chat, Easy returns"
33,Female,North America,18635,Creative,Monthly,82,"Vintage, Formal","Blogs, IRL friends",Occasionally,"Story value, Brand access","Shipping hassle, Authenticity, Hygiene",5,Definitely,Yes,5,2,Very interested,32,"Stylist chat, Hygiene guarantee"
38,Female,Middle East,5899,Professional,Weekly,94,Minimalist,IRL friends,Yes,Unique pieces,"None, Authenticity, Sizing fit",4,Definitely,Maybe if anonymised,1,4,Very interested,58,"Stylist chat, Hygiene guarantee"
18,Female,Europe,3955,Homemaker,Monthly,181,Minimalist,Blogs,Occasionally,Story value,Shipping hassle,3,Definitely,No,4,3,Somewhat,41,"Stylist chat, Quality vetting, Hygiene guarantee"
25,Male,North America,7016,Professional,Monthly,109,"Casual, Formal, Vintage","Pinterest, TikTok, Blogs",Yes,Brand access,Sizing fit,2,No,Yes,4,4,Neutral,15,"Easy returns, Stylist chat"
22,Male,Australia/NZ,7129,Professional,Quarterly,59,"Sporty, Streetwear","YouTube, TikTok, Pinterest",No,"Affordability, Sustainability","Shipping hassle, None, Sizing fit",1,Definitely,Maybe if anonymised,3,4,Very interested,37,"Hygiene guarantee, Easy returns"
29,Female,Europe,5472,Student,Monthly,91,Sporty,"TikTok, YouTube",No,"Brand access, Unique pieces","Authenticity, None, Hygiene",4,Maybe,No,3,2,Somewhat,66,"Hygiene guarantee, Loyalty points, Easy returns"
39,Male,North America,9615,Professional,Weekly,156,"Minimalist, Boho","Blogs, Pinterest",No,Brand access,"Hygiene, Sizing fit, Authenticity",2,Definitely,Maybe if anonymised,5,2,Neutral,56,Loyalty points
41,Female,Asia,9649,Retail/Service,Monthly,135,Minimalist,TikTok,Occasionally,Story value,"None, Sizing fit",4,Definitely,Yes,4,2,Somewhat,51,Stylist chat
30,Male,Middle East,8281,Student,Monthly,136,Sporty,Blogs,No,Affordability,"Authenticity, Hygiene, None",3,Definitely,Yes,1,4,Not interested,53,Hygiene guarantee
29,Male,Asia,10523,Homemaker,Monthly,60,"Minimalist, Boho","Blogs, IRL friends, Instagram",Occasionally,"Story value, Affordability","None, Shipping hassle",3,Definitely,Maybe if anonymised,4,5,Somewhat,74,"Stylist chat, Quality vetting, Hygiene guarantee"
20,Female,Europe,9375,Student,Monthly,33,"Formal, Vintage, Streetwear","TikTok, Instagram, Blogs",Occasionally,"Sustainability, Story value, Unique pieces",Hygiene,3,No,Maybe if anonymised,3,4,Somewhat,40,"Quality vetting, Stylist chat, Easy returns"
22,Male,Asia,5716,Retail/Service,Monthly,263,"Boho, Formal","TikTok, Pinterest",Occasionally,Affordability,"Hygiene, Shipping hassle",2,Definitely,Maybe if anonymised,4,4,Somewhat,39,"Loyalty points, Hygiene guarantee, Stylist chat, Quality vetting"
36,Male,North America,4589,Professional,Quarterly,101,Streetwear,"Instagram, Pinterest, YouTube",Yes,"Unique pieces, Brand access","Authenticity, Shipping hassle, Sizing fit",4,Definitely,Maybe if anonymised,4,5,Neutral,35,"Stylist chat, Hygiene guarantee"
44,Male,Europe,4558,Retail/Service,Weekly,209,Streetwear,"TikTok, Pinterest, Blogs",Yes,"Sustainability, Story value","None, Sizing fit",4,Maybe,No,3,3,Somewhat,14,"Quality vetting, Loyalty points, Stylist chat, Hygiene guarantee"
19,Female,Middle East,4242,Creative,Quarterly,225,"Vintage, Casual, Minimalist","Instagram, TikTok",Occasionally,Sustainability,"Shipping hassle, None, Authenticity",3,Definitely,Maybe if anonymised,4,4,Not interested,39,"Stylist chat, Loyalty points, Hygiene guarantee"
40,Male,Europe,9135,Professional,Monthly,91,"Sporty, Casual","IRL friends, Blogs",Occasionally,"Sustainability, Brand access, Affordability",Hygiene,5,Maybe,Yes,1,3,Somewhat,30,"Loyalty points, Easy returns, Hygiene guarantee, Quality vetting"
28,Male,Asia,9860,Student,Quarterly,137,Vintage,"TikTok, Blogs, IRL friends",Yes,"Unique pieces, Brand access, Sustainability","Sizing fit, Shipping hassle",5,Maybe,Maybe if anonymised,5,1,Somewhat,59,Hygiene guarantee
29,Female,Australia/NZ,6563,Professional,Rarely,89,"Vintage, Casual, Boho","IRL friends, YouTube",Yes,"Affordability, Unique pieces, Sustainability",None,3,Definitely,Maybe if anonymised,3,4,Not interested,31,"Quality vetting, Loyalty points"
23,Prefer not to say,North America,5157,Professional,Monthly,198,"Minimalist, Formal","YouTube, Instagram, IRL friends",No,"Brand access, Affordability, Story value","Shipping hassle, Sizing fit",3,Definitely,Maybe if anonymised,4,5,Very interested,25,"Quality vetting, Hygiene guarantee, Loyalty points, Stylist chat"
46,Male,North America,12071,Professional,Monthly,190,Sporty,"TikTok, Instagram, YouTube",No,"Unique pieces, Sustainability","Sizing fit, Hygiene",5,Definitely,No,3,1,Neutral,27,"Hygiene guarantee, Stylist chat, Quality vetting, Loyalty points"
19,Male,Europe,4606,Professional,Monthly,168,Formal,"Blogs, IRL friends, Pinterest",Yes,Brand access,Sizing fit,2,Definitely,Yes,5,1,Somewhat,12,"Stylist chat, Hygiene guarantee, Quality vetting"
31,Male,Asia,6407,Professional,Monthly,65,"Formal, Streetwear","YouTube, TikTok, Blogs",Yes,Affordability,"Shipping hassle, Hygiene",4,Definitely,No,4,4,Somewhat,32,"Hygiene guarantee, Quality vetting"
32,Male,North America,4001,Professional,Monthly,152,"Casual, Vintage","YouTube, IRL friends",Occasionally,"Sustainability, Brand access","Authenticity, Hygiene, Sizing fit",3,Maybe,Yes,4,4,Not interested,62,Loyalty points
37,Male,Asia,2406,Professional,Monthly,271,Minimalist,"YouTube, Pinterest",Yes,Story value,"Hygiene, None, Shipping hassle",4,Definitely,Maybe if anonymised,5,3,Somewhat,57,Stylist chat
25,Female,Europe,4601,Professional,Weekly,21,"Vintage, Boho, Sporty","Pinterest, YouTube, Blogs",Yes,"Unique pieces, Brand access",None,4,Definitely,Maybe if anonymised,5,5,Somewhat,49,"Loyalty points, Easy returns"
30,Non-binary,Australia/NZ,4431,Student,Monthly,107,Formal,Pinterest,Yes,"Sustainability, Affordability","Hygiene, Sizing fit, Authenticity",4,Definitely,No,4,2,Very interested,26,"Easy returns, Stylist chat, Loyalty points, Hygiene guarantee"
22,Female,Asia,11500,Creative,Rarely,53,"Streetwear, Boho",YouTube,Yes,"Story value, Affordability, Sustainability","Sizing fit, Shipping hassle, Hygiene",5,No,No,5,5,Very interested,35,"Loyalty points, Stylist chat, Hygiene guarantee"
21,Female,Australia/NZ,4861,Creative,Weekly,132,"Minimalist, Streetwear","IRL friends, Pinterest, Blogs",Yes,"Sustainability, Brand access, Story value",Sizing fit,5,Maybe,Maybe if anonymised,2,4,Neutral,73,Hygiene guarantee
19,Male,Other,6297,Professional,Monthly,121,"Streetwear, Casual, Formal","Pinterest, TikTok",No,"Story value, Unique pieces","Authenticity, Hygiene",4,Maybe,Maybe if anonymised,4,2,Very interested,31,Quality vetting
32,Female,Asia,3309,Homemaker,Quarterly,75,"Casual, Vintage","TikTok, IRL friends, Instagram",No,Story value,"None, Authenticity",1,Definitely,No,4,1,Neutral,100,Quality vetting
26,Female,Asia,3218,Professional,Monthly,26,Casual,"TikTok, Instagram, YouTube",No,"Affordability, Brand access","Hygiene, Shipping hassle",5,Definitely,Maybe if anonymised,2,4,Very interested,55,"Quality vetting, Easy returns, Stylist chat, Hygiene guarantee"
24,Female,Asia,5034,Student,Quarterly,101,"Formal, Vintage, Boho","YouTube, Instagram, Pinterest",Yes,Story value,"Sizing fit, Authenticity",1,Maybe,Yes,2,4,Very interested,70,"Loyalty points, Stylist chat, Easy returns, Quality vetting"
39,Female,Australia/NZ,5474,Student,Quarterly,147,Formal,TikTok,Yes,"Story value, Affordability, Sustainability","None, Hygiene",4,Maybe,Maybe if anonymised,2,4,Somewhat,5,"Easy returns, Quality vetting"
18,Female,Europe,5644,Homemaker,Monthly,135,Casual,Pinterest,No,Affordability,"Sizing fit, Shipping hassle, None",5,No,Yes,2,5,Very interested,77,Hygiene guarantee
18,Male,Asia,4705,Student,Monthly,74,"Casual, Streetwear","IRL friends, TikTok, YouTube",Yes,"Brand access, Sustainability",Shipping hassle,5,Maybe,Maybe if anonymised,5,3,Very interested,60,"Quality vetting, Hygiene guarantee, Stylist chat, Loyalty points"
21,Male,Australia/NZ,3623,Professional,Weekly,175,"Vintage, Boho","TikTok, Blogs, Instagram",No,"Brand access, Story value","Hygiene, Shipping hassle",4,Definitely,Yes,5,4,Not interested,52,"Hygiene guarantee, Stylist chat, Loyalty points"
26,Female,Asia,5650,Professional,Rarely,113,Sporty,"TikTok, Instagram",Yes,Sustainability,"Authenticity, Hygiene, Sizing fit",2,No,No,2,4,Somewhat,77,Stylist chat
26,Female,North America,3578,Professional,Monthly,145,Boho,"YouTube, Instagram, Pinterest",No,"Story value, Brand access, Sustainability",Hygiene,5,Definitely,Yes,2,5,Somewhat,27,"Loyalty points, Hygiene guarantee, Quality vetting"
38,Female,North America,5070,Retail/Service,Monthly,131,"Minimalist, Vintage",Pinterest,Yes,Story value,Authenticity,2,Definitely,Yes,5,4,Somewhat,55,Hygiene guarantee
37,Male,North America,6529,Student,Rarely,103,"Vintage, Boho","Blogs, Instagram",Yes,"Story value, Sustainability",Authenticity,5,Maybe,No,3,3,Very interested,52,"Stylist chat, Quality vetting"
30,Non-binary,North America,6383,Professional,Rarely,146,"Vintage, Boho",Instagram,Yes,"Affordability, Brand access, Unique pieces","Sizing fit, Shipping hassle",5,Definitely,Maybe if anonymised,4,4,Not interested,21,"Stylist chat, Loyalty points"
27,Male,Middle East,12274,Student,Weekly,91,"Boho, Vintage",Blogs,Occasionally,"Affordability, Brand access, Story value","None, Sizing fit",2,Maybe,Maybe if anonymised,3,3,Somewhat,77,"Hygiene guarantee, Stylist chat"
26,Male,Middle East,3653,Creative,Monthly,133,Sporty,YouTube,Occasionally,"Unique pieces, Brand access",Authenticity,5,Maybe,No,5,3,Neutral,19,"Loyalty points, Stylist chat, Quality vetting"
31,Female,Europe,5601,Professional,Monthly,106,"Formal, Streetwear, Minimalist",YouTube,Occasionally,Sustainability,Shipping hassle,3,No,Maybe if anonymised,2,2,Neutral,67,Easy returns
33,Male,Europe,4686,Other,Monthly,191,"Streetwear, Vintage",Instagram,Yes,"Unique pieces, Story value","Hygiene, Shipping hassle",3,Maybe,Yes,4,3,Very interested,9,Quality vetting
37,Female,North America,4042,Retail/Service,Monthly,30,Formal,"Pinterest, TikTok",Yes,"Story value, Unique pieces, Affordability",Sizing fit,5,Definitely,Maybe if anonymised,5,3,Neutral,15,"Quality vetting, Stylist chat, Hygiene guarantee"
21,Non-binary,Europe,9348,Retail/Service,Monthly,94,"Vintage, Boho","Instagram, TikTok",No,Story value,"Shipping hassle, None",5,No,Yes,4,4,Not interested,33,Easy returns
28,Female,North America,4836,Professional,Quarterly,136,"Minimalist, Formal, Boho","Pinterest, IRL friends",No,Affordability,"Hygiene, Sizing fit, None",5,Maybe,No,5,2,Somewhat,47,"Stylist chat, Easy returns, Loyalty points"
29,Female,Asia,8754,Professional,Rarely,117,"Boho, Sporty, Streetwear","TikTok, IRL friends, Pinterest",Yes,"Sustainability, Brand access, Unique pieces",Sizing fit,5,Definitely,Maybe if anonymised,3,4,Somewhat,72,"Loyalty points, Quality vetting, Stylist chat"
30,Male,Other,4570,Other,Quarterly,175,"Vintage, Boho","Pinterest, Blogs, IRL friends",Occasionally,"Brand access, Sustainability, Unique pieces",Shipping hassle,4,Maybe,No,2,2,Neutral,38,"Loyalty points, Stylist chat"
26,Female,Europe,7999,Homemaker,Monthly,108,"Sporty, Formal",TikTok,Occasionally,"Sustainability, Brand access","Authenticity, None, Hygiene",3,Maybe,Yes,3,1,Very interested,28,"Loyalty points, Hygiene guarantee, Stylist chat"
44,Male,Europe,3934,Creative,Monthly,129,"Vintage, Formal","TikTok, IRL friends, Blogs",Occasionally,Affordability,"None, Hygiene, Authenticity",4,Definitely,Maybe if anonymised,4,4,Neutral,58,"Stylist chat, Easy returns, Quality vetting"
22,Female,North America,5914,Professional,Quarterly,144,Casual,"Instagram, Blogs, TikTok",Yes,"Sustainability, Unique pieces, Brand access","Sizing fit, Authenticity",3,Definitely,Yes,4,1,Very interested,38,"Stylist chat, Quality vetting, Loyalty points, Hygiene guarantee"
35,Female,Asia,6339,Retail/Service,Rarely,77,"Sporty, Minimalist, Formal","TikTok, Pinterest, YouTube",Occasionally,"Affordability, Story value","Authenticity, Hygiene, None",3,Definitely,Yes,4,5,Very interested,52,"Hygiene guarantee, Quality vetting"
29,Female,Europe,3804,Other,Weekly,133,Streetwear,IRL friends,Yes,"Unique pieces, Affordability, Story value",Hygiene,3,Definitely,Yes,5,3,Neutral,77,"Stylist chat, Quality vetting"
41,Male,Middle East,4159,Retail/Service,Weekly,187,Streetwear,"Blogs, Pinterest, Instagram",Yes,Affordability,"Sizing fit, Shipping hassle",5,Maybe,Yes,3,4,Very interested,36,"Loyalty points, Easy returns, Quality vetting, Hygiene guarantee"
27,Female,Africa,6874,Creative,Monthly,10,"Formal, Sporty",Blogs,Yes,"Unique pieces, Story value",Hygiene,5,No,Yes,4,3,Very interested,59,"Hygiene guarantee, Stylist chat"
26,Female,Middle East,5877,Student,Monthly,135,Formal,"IRL friends, Pinterest",Yes,"Story value, Affordability, Brand access","Sizing fit, Shipping hassle",3,Maybe,Yes,5,4,Very interested,35,"Loyalty points, Quality vetting, Stylist chat"
29,Female,North America,6019,Homemaker,Quarterly,49,Sporty,IRL friends,No,"Story value, Brand access, Affordability",Shipping hassle,3,Definitely,No,3,1,Somewhat,30,"Easy returns, Stylist chat"
25,Female,Australia/NZ,7265,Professional,Monthly,66,Sporty,"TikTok, IRL friends",Yes,"Brand access, Story value, Affordability",None,5,No,Maybe if anonymised,2,3,Not interested,15,"Stylist chat, Hygiene guarantee"
35,Female,Asia,5440,Professional,Weekly,122,"Formal, Casual, Minimalist",Pinterest,No,"Affordability, Sustainability",None,1,No,Yes,4,5,Not interested,56,Stylist chat
23,Prefer not to say,Asia,8065,Professional,Monthly,37,"Formal, Vintage, Boho",Blogs,No,Story value,"Authenticity, Hygiene",3,Definitely,No,4,4,Somewhat,62,Loyalty points
30,Male,North America,8928,Professional,Monthly,171,"Formal, Sporty, Boho","IRL friends, Pinterest",Occasionally,"Brand access, Sustainability, Story value","None, Hygiene",2,Definitely,Maybe if anonymised,4,5,Somewhat,62,Hygiene guarantee
30,Male,Middle East,5605,Other,Monthly,111,Formal,IRL friends,Yes,"Unique pieces, Sustainability, Story value","Shipping hassle, Hygiene",5,Definitely,Yes,4,1,Somewhat,5,"Hygiene guarantee, Stylist chat, Easy returns, Loyalty points"
30,Male,Europe,9917,Retail/Service,Monthly,153,"Vintage, Boho, Minimalist","YouTube, Instagram, IRL friends",No,Sustainability,"None, Sizing fit",2,Definitely,No,4,3,Neutral,55,"Loyalty points, Easy returns, Quality vetting, Stylist chat"
23,Male,North America,2601,Professional,Monthly,96,"Vintage, Boho","Blogs, IRL friends",Occasionally,"Sustainability, Unique pieces, Brand access","Shipping hassle, Authenticity",4,Definitely,Yes,3,5,Very interested,17,"Easy returns, Loyalty points, Hygiene guarantee, Quality vetting"
18,Male,North America,6068,Other,Quarterly,10,"Boho, Sporty",Blogs,No,"Sustainability, Story value",Authenticity,3,Definitely,Yes,3,5,Somewhat,75,"Hygiene guarantee, Loyalty points, Quality vetting, Stylist chat"
